Course Identifier,CO Identifier,CO Description,PO/PSO Identifier,PO/PSO Description,Score (0-3)
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23306,CO1,Understand the fundamental elements of relational database management systems and its Applications,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",2
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",2
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23306,CO2,"Use ER diagram for database design and write database queries using relational algebra, relational calculus and SQL",PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",1
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,1
CSE23306,CO3,Analyze functional dependencies and normalize the database schema,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23306,CO4,Evaluate Transaction management system and implement concurrency control mechanisms,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",2
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",1
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23306,CO5,Apply recovery strategies for transactions and utilize database storage and access strategies,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",2
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23307,CO1,Compute time complexity using asymptotic notations by appropriate mathematical tools.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",2
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",1
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",2
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23307,CO2,Understand different algorithm design techniques and apply important algorithmic design paradigms.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",2
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",2
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23307,CO3,Implement different graph algorithms and analyze their time complexity.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",2
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",2
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23307,CO4,"Learn backtracking, branch bound and string matching problems by analyzing their time complexity.",PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23307,CO5,"Evaluate various classes of computing problems: P, NP, NP Complete and NP Hard.",PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23307,CO5,"Evaluate various classes of computing problems: P, NP, NP Complete and NP Hard.",PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23307,CO5,"Evaluate various classes of computing problems: P, NP, NP Complete and NP Hard.",PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",2
CSE23307,CO5,"Evaluate various classes of computing problems: P, NP, NP Complete and NP Hard.",PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",1
CSE23307,CO5,"Evaluate various classes of computing problems: P, NP, NP Complete and NP Hard.",PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
